30044330818990,Allison,Ayala,394.34,Low Value
30074693890476,Kelsey,Richards,202.36,Low Value
30082025922891,Kathleen,Thompson,98.14,Low Value
30103132002433,Stephanie,Middleton,112.96,Low Value
30131826429364,Brianna,Foley,22.80,Low Value
30143535920989,Lisa,Collins,223.69,Low Value
30143713661454,Nicholas,Thornton,179.97,Low Value
30150717898388,Raymond,Lloyd,290.52,Low Value
30175986190993,Rebecca,Butler,196.84,Low Value
30197398657930,April,Johnson,227.55,Low Value
30199621383748,Theresa,Powell,108.73,Low Value
30230540139182,Hayden,Sanders,109.88,Low Value
30234966027947,Matthew,Lambert,1993.99,Medium Value
30238755902988,Danielle,Yu,64.74,Low Value
30242921189660,Dalton,Jones,98.65,Low Value
30248898834493,Michael,Rodriguez,10.67,Low Value
30263540414123,Erik,Patterson,87.45,Low Value
30270432095985,Lisa,Lin,109.47,Low Value
30273037698427,Andrew,Patterson,402.75,Low Value
30328384440870,Helen,Campbell,68.22,Low Value
30343344410970,Jacob,Dawson,227.84,Low Value
30357372465631,John,Nichols,125.85,Low Value
30360260465747,Jennifer,Garcia,85.69,Low Value
30364087349027,Samuel,Sandoval,37.54,Low Value
30371006069917,Robert,James,1034.13,Medium Value
30404291151692,Savannah,Lewis,307.94,Low Value
30407675418785,Danielle,Evans,170.67,Low Value
30408301059761,Brandon,Pittman,56.90,Low Value
30427035050508,John,Chandler,166.81,Low Value
30428204673351,Greg,Villarreal,125.91,Low Value
30442439074871,Linda,Sanchez,59.58,Low Value
30446018552504,Felicia,Thomas,4.68,Low Value
30501624614310,Amanda,Smith,172.77,Low Value
30510856607165,Frederick,Robinson,580.97,Low Value
30518206766474,Tamara,Martinez,2.88,Low Value
30551643947183,Morgan,Smith,504.60,Low Value
30560609640617,Michael,Olson,186.67,Low Value
30596478689301,Daniel,Graham,47.64,Low Value
36078114201167,Christopher,Horn,131.49,Low Value
36581538659449,Brandon,Bridges,45.80,Low Value
36721445180895,Cesar,Smith,111.60,Low Value
36722699017270,Jessica,Perez,380.35,Low Value
36890292963032,Kimberly,Webb,111.71,Low Value
36913587729122,Ana,Mccormick,167.20,Low Value
38052002992326,Anna,Logan,113.15,Low Value
38057513087029,Marissa,Clark,5.97,Low Value
38199021865320,Jesse,Roberts,110.76,Low Value
38295635583927,Candice,Brown,84.86,Low Value
38530489946071,Laura,Johns,74.65,Low Value
38580485618059,Teresa,Clark,373.37,Low Value
38588538868506,Jacqueline,Curry,184.88,Low Value
38947654498698,Lori,Rodriguez,6.86,Low Value
180014262259255,Brianna,Page,62.14,Low Value
180018375329178,Michelle,Woods,21.44,Low Value
180031190491743,Becky,Mckinney,7.90,Low Value
180036456789979,Mackenzie,Salazar,100.57,Low Value
180042946491150,Charles,Robles,173.31,Low Value
180046165512893,Erica,Walker,147.38,Low Value
180046765320457,Jared,Camacho,17.84,Low Value
180047222886866,Christine,Shaffer,61.84,Low Value
180048185037117,Mary,Wall,29.31,Low Value
180056173248083,Larry,Warner,60.49,Low Value
180067151859700,Karen,Ryan,138.17,Low Value
180067784565096,Mary,Juarez,2.16,Low Value
180068353086472,Melissa,Flores,55.21,Low Value
180069253480336,William,Hunter,50.11,Low Value
180081032825079,Connie,Carroll,112.10,Low Value
180084576295055,David,Kirby,104.00,Low Value
180084695172649,Holly,Mann,96.98,Low Value
180094419304907,Sharon,Smith,320.38,Low Value
213102873001603,Joanne,Padilla,258.19,Low Value
213107169859697,Megan,Fernandez,179.89,Low Value
213112402583773,Ana,Howell,1.48,Low Value
213120463918358,Willie,Jordan,1.34,Low Value
213124978348176,Steven,Arnold,4.63,Low Value
213126662687660,Christopher,Luna,85.25,Low Value
213148039875802,Jill,Jacobs,71.74,Low Value
213154573301411,Christopher,Sheppard,43.84,Low Value
213155997615567,James,Yoder,83.90,Low Value
213156747557083,Adam,Santos,14.69,Low Value
213157767990030,Tara,Campbell,22.29,Low Value
213161231269724,Alyssa,Morgan,51.61,Low Value
213161293389774,Catherine,Weber,162.48,Low Value
213161869125933,Monica,Lane,110.45,Low Value
213173753804333,Joseph,Wagner,7.69,Low Value
213178765398315,Alan,Colon,4.40,Low Value
213178850083780,Shawn,King,257.77,Low Value
213186334552049,Andrea,Perkins,9.39,Low Value
213186880359195,Craig,Franco,535.51,Low Value
213191402330021,Thomas,Sullivan,2.23,Low Value
213193596103206,James,Hunt,242.15,Low Value
213195754007681,Zachary,Allen,78.97,Low Value
340103199302564,Sophia,Dickson,359.20,Low Value
340951438290556,Maria,Garcia,61.73,Low Value
340953839692349,Tyler,Wright,164.30,Low Value
341283058448499,Mario,Johns,1.60,Low Value
341542810616333,Billy,Mcdonald,78.72,Low Value
341546199006537,Mark,Brown,1.99,Low Value
342035762534413,Jennifer,Carrillo,414.15,Low Value
342319985983023,Bryan,Pugh,185.81,Low Value
342351256941125,Rebecca,Obrien,146.50,Low Value
342952484382519,Kayla,Jones,675.81,Low Value
343746486082492,Jeffrey,Munoz,134.34,Low Value
343819048608995,Shelby,Cannon,80.98,Low Value
344709867813900,Joanna,Hudson,243.77,Low Value
345832460465610,Jason,Mcmahon,103.43,Low Value
346273234529002,Donna,Moreno,174.64,Low Value
348789608637806,Megan,Murphy,76.94,Low Value
349612764943496,Xavier,Beltran,52.37,Low Value
370612217861404,Amanda,Fitzgerald,388.43,Low Value
370877495212014,Sarah,Clark,260.32,Low Value
371034293500716,Jeremy,Jones,6.03,Low Value
371226440126102,Stacy,Lambert,384.36,Low Value
371284100299909,Hannah,Thomas,73.15,Low Value
371284424780634,Jeremy,Moore,23.21,Low Value
371985236239474,Benjamin,Martin,245.20,Low Value
372246459334925,Rick,Martinez,64.51,Low Value
372509258176510,Kristen,Hanson,139.17,Low Value
372520049757633,Lori,Ramirez,162.88,Low Value
373043435942726,Vincent,Richards,160.25,Low Value
373213026644490,Bobby,Smith,103.74,Low Value
373905417449658,Sarah,Bishop,130.10,Low Value
374125201044065,Christopher,Gilbert,97.39,Low Value
374497717543058,Linda,Hurst,106.51,Low Value
374930071163758,Daniel,Escobar,18.09,Low Value
375248307838179,Joshua,Mendoza,138.64,Low Value
375534208663984,Tyler,Garcia,327.82,Low Value
375848982312810,Dale,Smith,5.79,Low Value
375904527651269,Ryan,Cook,2.77,Low Value
375974680629816,Roberta,Mccarthy,12.07,Low Value
376262134119629,Christopher,Carr,66.81,Low Value
376445266762684,Rachel,Lowe,229.39,Low Value
377026671291680,Jackie,Davis,84.50,Low Value
377113842678100,Billy,Gallagher,121.62,Low Value
377234009633447,Theresa,Blackwell,217.45,Low Value
377550167323848,Kevin,Walters,141.66,Low Value
377654590313960,Lawrence,Davis,8.01,Low Value
377993105397617,Nathan,Martinez,99.47,Low Value
378904938837132,Tina,Zimmerman,167.30,Low Value
2229378226512508,Thomas,Hale,195.22,Low Value
2229824890647120,Walter,Blair,9.25,Low Value
2231186809828225,Katherine,Pennington,7.54,Low Value
2233882705243596,Jamie,Robinson,213.13,Low Value
2235335206132667,Maria,Rosales,25.62,Low Value
2235613922823698,Melissa,Mcclure,37.92,Low Value
2242542703101233,Samuel,Jenkins,364.58,Low Value
2248735346244816,Jacob,Weber,122.19,Low Value
2254917871818484,Margaret,Gibson,9.62,Low Value
2256234701263057,Christopher,Grimes,208.62,Low Value
2260801330657968,Monique,Fox,85.51,Low Value
2264937662466770,Juan,Sherman,14.36,Low Value
2266735643685262,Carlos,Chung,172.72,Low Value
2274911989136158,Robert,Velazquez,4.56,Low Value
2283743876903625,Shannon,Williams,2.38,Low Value
2284059275940012,Thomas,Mathis,46.97,Low Value
2286236465059468,Morgan,Murray,112.80,Low Value
2288813824604479,Barbara,Norman,83.04,Low Value
2291163933867244,Jeff,Elliott,20.13,Low Value
2296006538441789,Judy,Hogan,186.49,Low Value
2297447006766555,Laura,Walker,65.88,Low Value
2305336922781618,Jeffrey,Rice,101.07,Low Value
2356276337669917,Benjamin,Harris,4221.72,Medium Value
2450829271795901,Timothy,Kirby,2.53,Low Value
2475085306462014,John,Miller,88.95,Low Value
2576709887791552,Joseph,Morgan,483.57,Low Value
2712209726293386,Jenna,Brooks,191.79,Low Value
2719496466799416,Sheila,Baker,102.27,Low Value
2720012583106919,Joseph,Murray,131.00,Low Value
2720433095629877,Mark,Wood,55.31,Low Value
2720894374956739,Audrey,Hickman,2.75,Low Value
3500969075198072,Kenneth,Sanchez,194.22,Low Value
3501509250702469,Frank,Anderson,95.53,Low Value
3501942333500073,Lori,Bishop,68.99,Low Value
3502088871723054,Scott,Martin,290.17,Low Value
3502377050801561,Kathleen,Martin,119.18,Low Value
3504178999463051,Drew,Garcia,909.48,Low Value
3511378610369890,James,Cooper,17.24,Low Value
3512365128314616,Francisco,Kemp,206.11,Low Value
3513285035244624,Ariana,Campbell,64.78,Low Value
3513506355699497,Sarah,Adams,101.21,Low Value
3513618443244549,Amber,Perez,42.63,Low Value
3514865930894695,Christopher,Castaneda,94.65,Low Value
3514897282719543,Steven,Faulkner,8.58,Low Value
3518669219150142,Dorothy,Thomas,19.93,Low Value
3518758680062249,Antonio,Koch,52.54,Low Value
3519232971341141,Michael,Jones,4.55,Low Value
3521417320836166,Angela,Hodges,89.83,Low Value
3523898249167098,Joshua,Carpenter,206.84,Low Value
3525590521269779,Scott,Fuller,77.78,Low Value
3525668150756629,Christopher,Choi,95.30,Low Value
3526826139003047,Nathan,Massey,66.63,Low Value
3527063666782582,Amanda,Alexander,81.26,Low Value
3527536963490470,Teresa,Stein,90.90,Low Value
3528231451607350,Lauren,Moreno,133.73,Low Value
3529597930342630,Melissa,Rodriguez,139.61,Low Value
3530503964418806,David,Nichols,65.78,Low Value
3531129874770000,Shelby,Mitchell,222.36,Low Value
3533012926413100,Megan,Bernard,10.87,Low Value
3533177016567295,Derek,Bentley,60.44,Low Value
3533800906065217,Amber,Thornton,9.24,Low Value
3534093764340240,Jeremy,White,117.63,Low Value
3534330126107879,Jeffrey,Smith,91.62,Low Value
3534718226968689,Lisa,Lopez,151.45,Low Value
3535808924394848,Matthew,Myers,158.30,Low Value
3537797820923602,Christie,Mendoza,6.21,Low Value
3541160328600277,Jason,Singh,226.37,Low Value
3541554378551366,Brianna,Wilson,5.88,Low Value
3543299015720986,Angela,White,10.96,Low Value
3543591270174051,Margaret,Lam,162.34,Low Value
3545109339866548,Keith,Sanders,49.24,Low Value
3546897637165774,Kayla,Obrien,19.36,Low Value
3547560454237873,Jerry,Robinson,9.45,Low Value
3547574373318979,Jacob,Patel,642.66,Low Value
3549202406645667,Larry,Williams,50.55,Low Value
3550554389581384,Ryan,Foster,73.26,Low Value
3551217896304745,Sara,Harris,657.94,Low Value
3552581383553463,Jonathan,Castro,76.12,Low Value
3554849923339851,John,Hudson,115.37,Low Value
3556613125071656,Jose,Vasquez,59.90,Low Value
3557442674264531,Angela,Edwards,175.75,Low Value
3558652751678952,Teresa,Blankenship,1.63,Low Value
3559160581764413,Allen,Bell,268.80,Low Value
3559723917628303,Matthew,Huerta,85.12,Low Value
3560318482131952,William,Skinner,45.26,Low Value
3560725013359375,Brooke,Smith,9.59,Low Value
3560797065840735,Janet,Turner,159.46,Low Value
3561963695236764,Michael,Lee,149.31,Low Value
3562679455732797,Amanda,Jones,102.31,Low Value
3564182536169293,Brenda,Johnson,123.06,Low Value
3565196229855512,Adriana,Harvey,84.40,Low Value
3565414434959494,Ryan,Arnold,66.19,Low Value
3565423334076143,Nathan,Thomas,29.00,Low Value
3566094707272327,Kristina,Stewart,181.95,Low Value
3566373869538620,Steven,Castaneda,1.83,Low Value
3566875419572867,Adam,Mcdonald,98.61,Low Value
3567879740649740,Tanya,Williams,78.51,Low Value
3568255211412877,Timothy,Gomez,19.38,Low Value
3568736585751727,Thomas,Cross,134.19,Low Value
3573030041201292,Joanne,Williams,431.14,Low Value
3573386445588324,Stephanie,Murphy,110.52,Low Value
3575789281659026,Lindsay,Wilson,210.05,Low Value
3576021480694169,Dawn,Gray,54.35,Low Value
3576144910346950,Thomas,Payne,39.57,Low Value
3576431665303017,Jessica,Ward,1014.47,Medium Value
3577578023716568,Debbie,Hughes,38.54,Low Value
3577794103155425,Mary,Humphrey,2.76,Low Value
3582754887089201,Terrance,Mckinney,9.37,Low Value
3583093681934489,Hannah,Knight,53.93,Low Value
3583293909206278,Deborah,Fisher,180.22,Low Value
3583635130604947,Crystal,Gamble,761.36,Low Value
3583793405872580,Beth,Lambert,80.83,Low Value
3585740823295298,James,Greene,46.82,Low Value
3586008444788268,Crystal,Fuller,15.37,Low Value
3587044315915002,Christian,Roman,74.55,Low Value
3587960728692500,Kathy,Hughes,5.86,Low Value
3589289942931264,Paula,Estrada,1113.99,Medium Value
3591919803438423,Brian,Williams,36.70,Low Value
3592931352252641,Dylan,Garcia,57.61,Low Value
3593118134380341,Laura,Casey,4.75,Low Value
3595111028444131,Jeffery,Sanders,116.59,Low Value
3595192916105588,Dustin,Roberts,100.97,Low Value
3596217206093829,Sara,Ramirez,3.52,Low Value
3596357274378601,David,Everett,103.79,Low Value
3597926034019603,Derrick,Flores,137.06,Low Value
3598014571045296,Lisa,Clark,433.98,Low Value
3598215285024754,Ashley,Lopez,78.89,Low Value
3598304579370089,Vincent,Flowers,802.61,Low Value
3599237318576484,Jessica,Smith,5.16,Low Value
4003771737807706,Danielle,Hayden,6.70,Low Value
4005676619255478,William,Perry,96.28,Low Value
4010002218955876,Jennifer,Bishop,657.83,Low Value
4048508450704760,Cheryl,Melton,90.85,Low Value
4060579726528237,Steven,Sanders,93.42,Low Value
4069975342931683,Kimberly,Martin,354.61,Low Value
4070511711385545,Stephanie,Hopkins,164.00,Low Value
4119762878330989,Melinda,Gutierrez,94.23,Low Value
4128027264554082,Kyle,Park,1.03,Low Value
4129767952109660,Cheryl,Ballard,118.95,Low Value
4134456652433447,Lawrence,Ellis,46.46,Low Value
4147608975828480,Edward,Tapia,329.75,Low Value
4149238353975790,Tanner,Carroll,70.17,Low Value
4155021259183870,Renee,Parrish,107.90,Low Value
4158945090781624,Justin,Bell,58.80,Low Value
4170689372027579,Samuel,Frey,294.44,Low Value
4173950183554608,Stephen,Marshall,994.81,Low Value
4229733778084049,Tyler,Mills,33.51,Low Value
4239552724014407,Carl,Hernandez,5.73,Low Value
4254074738931278,Gary,Hall,110.76,Low Value
4266200684857219,Joshua,Bryant,136.17,Low Value
4302475216404898,Daniel,Cain,31.40,Low Value
4302480582202074,David,Rodriguez,216.63,Low Value
4306586894261180,Renee,Walls,87.62,Low Value
4334230547694630,Scott,Martin,131.45,Low Value
4342532437704183,Kevin,Elliott,25.81,Low Value
4344955088481397,Christopher,Rodgers,201.10,Low Value
4364010865167176,Gary,Martinez,175.79,Low Value
4377338765909719,Nicholas,Mcmahon,143.77,Low Value
4384910379661778,Michelle,Russell,194.32,Low Value
4424338559877976,Denise,Barnett,72.74,Low Value
4425161475596168,Brooke,Fisher,191.32,Low Value
4428154703770710,Brittany,Guerra,148.27,Low Value
4430881574719618,Alicia,Morales,200.82,Low Value
4450831335606294,Donna,Davis,296.03,Low Value
4451438912406400,Cheryl,Morgan,81.28,Low Value
4451952084362894,Joseph,Davis,103.03,Low Value
4452366298769043,Linda,Davis,79.48,Low Value
4474324669797121,Matthew,Russell,87.90,Low Value
4482427013979020,Leslie,Ford,1.69,Low Value
4509922033272157,Monica,West,45.62,Low Value
4514242065619750,Janet,Carpenter,276.28,Low Value
4518350514020532,Christopher,Gregory,95.82,Low Value
4550599031376731,Angela,West,3.55,Low Value
4561368699336875,Pamela,Lewis,4.41,Low Value
4586810168620942,Michelle,Gregory,177.09,Low Value
4587577161160601,Tina,Lawrence,204.38,Low Value
4607072969078276,Brenda,Perez,5.45,Low Value
4610064888664703,Tammy,Maldonado,8.37,Low Value
4629451965224809,Karen,Warren,6.94,Low Value
4633065159406313,Jasmine,Wade,63.28,Low Value
4634955908138648,Mackenzie,Smith,83.74,Low Value
4635330563105903,Christina,Rose,42.65,Low Value
4642255475285942,Sabrina,Johnson,78.09,Low Value
4651007077623147,Andrea,Lewis,14.76,Low Value
4653879239169997,Monica,Tucker,102.03,Low Value
4657269323674365,Alicia,Mitchell,99.59,Low Value
4658490815480264,Tara,Richards,347.47,Low Value
4671727014157745,Kenneth,Edwards,72.44,Low Value
4681601008538160,Tammy,Davis,305.00,Low Value
4683520018489354,Charles,Carrillo,4.63,Low Value
4698163635895795,Sharon,Powell,108.50,Low Value
4707867759656333,Susan,Shah,383.72,Low Value
4708992452821239,Jared,Walters,140.51,Low Value
4713464490314802,Wesley,Parker,62.00,Low Value
4716561796955522,Lauren,Anderson,94.96,Low Value
4727244663135968,Mary,Lewis,88.15,Low Value
4740713119940984,Heather,Hines,13.61,Low Value
4777065439639721,Peter,Caldwell,95.32,Low Value
4800395067176717,Daniel,Owens,119.52,Low Value
4824023901222438,Christina,Nelson,66.20,Low Value
4836998673805450,Susan,Hardy,540.71,Low Value
4839043708100390,Meredith,Campbell,25.21,Low Value
4839615922685395,Phillip,Robertson,3.41,Low Value
4841313716651064,Omar,Gay,362.98,Low Value
4859525594182537,Rebecca,Farley,76.85,Low Value
4873783502705038,Elizabeth,Maxwell,118.09,Low Value
4904681492230012,Lisa,Lowe,220.14,Low Value
4908846471916297,Lauren,Torres,287.89,Low Value
4914700582394237,John,Williams,7.22,Low Value
4922710831011201,Heather,Chase,103.52,Low Value
4926376199189801,Claire,Davis,40.31,Low Value
4933461930348832,Richard,Carter,65.90,Low Value
4935858973307492,Lance,Wagner,129.54,Low Value
4939976756738216,Michelle,Johnston,83.96,Low Value
4951647200979051,Kimberly,Miller,371.66,Low Value
4961003488432306,Stacy,Walsh,1.65,Low Value
4969856774088583,Jacqueline,Prince,6.82,Low Value
4972228199573984,Brian,Hogan,175.97,Low Value
4979422371139333,Kelly,Zimmerman,72.69,Low Value
4996263498048679,Kendra,King,8.77,Low Value
4998109455173950,Mary,Pruitt,340.95,Low Value
5104807169438134,Regina,Johnston,96.57,Low Value
5127412150261034,David,Campbell,71.88,Low Value
5130484058948421,Ronald,White,246.99,Low Value
5359543825610251,Michael,Francis,39.81,Low Value
5456712664803820,Pamela,Matthews,111.36,Low Value
5456776410929288,Taylor,Khan,345.17,Low Value
5501083170975659,Wayne,Payne,61.82,Low Value
5540636818935089,Kenneth,Foster,8.46,Low Value
5559857416065248,Jack,Hill,19.24,Low Value
5580563567307107,Stanley,Dickson,45.64,Low Value
6011104316292105,Valerie,Davis,7.03,Low Value
6011109736646996,Rebecca,Erickson,605.04,Low Value
6011148190095209,Terri,Bailey,49.26,Low Value
6011149206456997,Jeffrey,White,31.01,Low Value
6011305591981276,Daniel,Jones,24.20,Low Value
6011348830550197,Samuel,Johnston,7.58,Low Value
6011366578560244,Adam,Stark,8.03,Low Value
6011367958204270,Tammy,Ayers,266.70,Low Value
6011388901471808,Jacqueline,Marsh,37.37,Low Value
6011399591920186,Maria,Roy,61.26,Low Value
6011492816282597,Gary,Barnes,1.20,Low Value
6011542681743618,Emily,Hall,71.64,Low Value
6011552879910390,Robert,Long,60.26,Low Value
6011603272871604,Robert,Holland,75.66,Low Value
6011652924285713,Kathryn,Smith,252.80,Low Value
6011679934075347,Jennifer,Gonzalez,123.23,Low Value
6011693194885790,Victoria,Fleming,4.70,Low Value
6011860238257910,Lisa,Mendez,2491.70,Medium Value
6011893664860915,Erin,Chavez,9.40,Low Value
6011934240159560,Joshua,Cohen,296.21,Low Value
6011999606625827,Ronald,Carson,7.81,Low Value
6502195877055606,Nathan,Byrd,1105.50,Medium Value
6506116513503136,Kimberly,Rice,1074.79,Medium Value
6506982560413523,Alice,Kemp,29.02,Low Value
6511349151405438,Robert,Nguyen,136.57,Low Value
6517217825320610,James,Reese,215.83,Low Value
6538441737335434,Gina,Grimes,111.12,Low Value
6538891242532018,Jodi,Rodriguez,23.02,Low Value
6539653032686894,Samuel,Short,155.98,Low Value
6540981358631302,Bryan,Torres,149.70,Low Value
6544734391390261,John,Myers,81.89,Low Value
6547670341037171,Bryce,Joseph,190.97,Low Value
6554245334757802,Monique,Robinson,11.27,Low Value
6569097840281287,Steven,Johnson,39.25,Low Value
6573561108825071,Kristina,Lewis,8.49,Low Value
6593250708747804,Melissa,Meza,698.16,Low Value
6597248210463122,Kyle,Wright,8.82,Low Value
6597888193422452,Bill,Lane,105.53,Low Value
4018105808392773675,Katherine,Love,34.43,Low Value
4040099974063068803,Jeffrey,Lewis,376.22,Low Value
4045036286570100739,Bianca,Scott,1305.09,Medium Value
4089096483689733451,Debra,Stark,22.81,Low Value
4092452671396169678,Jeffrey,Vargas,629.70,Low Value
4102003771126577611,William,Fitzgerald,80.88,Low Value
4128730454058057622,Monique,Martin,66.01,Low Value
4181833256558613886,Jessica,Potter,77.59,Low Value
4208110975550360171,David,Bonilla,98.04,Low Value
4209696857872688515,Sarah,Bell,1.80,Low Value
4210078554961359092,Valerie,Clark,20.96,Low Value
4223708906367574214,Adam,Riddle,146.66,Low Value
4225990116481262579,Brian,Simpson,83.06,Low Value
4244953610136705533,Christopher,Odom,89.32,Low Value
4255397449664185994,George,Smith,40.73,Low Value
4301028321766222513,Joe,Howard,294.94,Low Value
4319584480204988982,Kathleen,Nash,3.97,Low Value
4358137750029944984,Dawn,Stephens,76.04,Low Value
4373370572092720777,Hailey,Rhodes,6.72,Low Value
4428780983793657331,Richard,Waters,9.44,Low Value
4457732997086323466,Stanley,Mayo,337.18,Low Value
4467456915153312231,Rita,Myers,8.67,Low Value
4469777115158234880,Gregory,Graham,9.67,Low Value
4488258847705225890,Jessica,Shaw,138.65,Low Value
4497451418073897078,Elizabeth,Glover,746.79,Low Value
4497913965512794052,Scott,Edwards,148.41,Low Value
4502539526809429801,Stephanie,Cummings,112.83,Low Value
4503101193493052864,Katherine,Tucker,620.63,Low Value
4512828414983801773,Monica,Cohen,157.93,Low Value
4536996888716062123,Nathan,Mendoza,134.88,Low Value
4560004149983868183,Stacy,Villegas,77.65,Low Value
4560395181594436016,Angela,Taylor,186.83,Low Value
4584931703207308232,Amanda,Gomez,155.51,Low Value
4587657402165341815,Amber,Lewis,227.10,Low Value
4646845581490336108,Julia,Bell,529.15,Low Value
4653178848915023204,Robert,Hall,6.46,Low Value
4661996144291811856,Linda,Park,23.49,Low Value
4689147265057948423,Steven,Brooks,67.08,Low Value
4736845434667908128,Toni,Gomez,148.19,Low Value
4742883543039288059,Cassandra,Sanders,10.30,Low Value
4756039869079882102,Francisco,Hernandez,5.69,Low Value
4769426683924058915,Andrea,Cruz,248.38,Low Value
4792627764422477317,Margaret,Mendez,118.31,Low Value
4797297220948468262,Erica,Briggs,101.16,Low Value
4810789809665942990,Julie,Sanchez,44.56,Low Value
4810839835482794272,Carolyn,Perez,183.96,Low Value
4855488158131690372,Jeremy,Roberson,193.80,Low Value
4861310130652566408,Ashley,Cruz,3208.68,Medium Value
4897067971111209737,Randy,Wood,1.78,Low Value
4906628655840914250,Charles,Moreno,524.40,Low Value
4911818930706644725,Jeremy,Chavez,315.44,Low Value
4956828990005111019,Kenneth,Robinson,56.51,Low Value
4958589671582726883,Aaron,Pena,197.55,Low Value
4989847570577635369,Vanessa,Anderson,72.52,Low Value
